Feature ID	Taxon	Confidence
2e0574d6da02e21ae453d147927e978c	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__0319-7L14;f__0319-7L14;g__0319-7L14;s__	0.9907179668044815
190fbc95d9d1e00861a65edc9b7a058f	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae	0.9999949716437098
2e9ecec3d8ec8b9297ec475a43ea4ed4	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__67-14;g__67-14;s__	0.9395063765882951
7158b5b009219b1fc3e89f0faeedd765	d__Bacteria;p__Methylomirabilota;c__Methylomirabilia;o__Rokubacteriales;f__Rokubacteriales;g__Rokubacteriales;s__	0.9999888838902208
429fae1ed51db48c753a817da6c188f7	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	0.9991745970011193
3e1f3b451c6114611f81384132971100	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermobaculales;f__Thermobaculaceae;g__Thermobaculum;s__	0.9851343899275781
4047bd25b780e1584cbb48f50cf9012d	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group;g__WD2101_soil_group;s__	0.9992562295053957
f7c2059169d7803799c19fa78c6061ba	d__Bacteria	0.9987845860974822
9b86760f1d24e78119093f5f08f45f71	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	0.925560170972233
490de838a2f5b3ff5350815e7a78cf43	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter;s__	0.9998868797752138
82b00dc653baccfe6727543bf3ad64e4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__	0.9427966003270788
1b0e3c4679b069d6ba97f83a03e9c101	d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__JG30-KF-CM45;g__JG30-KF-CM45;s__	0.9865200603715168
0aeecdce925a3a822b1eed2895bcb770	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales	0.8566870991470878
96cd5ad17f431e4af4d276d708b37fe4	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;s__	0.9870251228253994
7f913ab38219d5de3a313aee66e4f20a	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__wb1-P19;s__	0.8527870775149669
47935dcd41fc6570847e68ea6423cc43	d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;s__	0.9657414268157898
0013c1743927ee19a962b903b8990896	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter;s__	0.9990051956303698
777331fa36e83511928b036186f25c22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria	0.9952337571963855
0bde286fa0deb11f9d77741947d3d5a3	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;s__	0.7494249378297068
ce6b49bab0851644749e892e745d50db	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Nocardioides;s__	0.9988638841040302
f79c6e9ebc80e5800a9cebbfe4f0dbb9	d__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;s__	0.9318471071262218
3a838a673b5edfe40deab86ea4958967	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter;s__	0.9998607636876639
46e33432f808a2db94ee58b642108e95	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.9895794957517132
5c68019295b8c9b20388c7a206ae474e	d__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Oxalophagus;s__	0.9570716136904653
c7f727ec24e7d77af7559b458ef7b212	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae	0.9998657462091108
0d58e31838e84ccfcfa64aa3e283d3d7	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__Chthoniobacteraceae;g__Candidatus_Udaeobacter;s__	0.9996476277594608
2d782ae41d907a9b8ccb7065152f695f	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Nitrosococcaceae;g__SZB85;s__	0.9102266422092566
e8bdd40ec88fe60859fd9f4a4b194890	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__uncultured;g__uncultured;s__	0.9556506438298552
